title,artist,year,chart_position,weeks_on_chart,decade,top10
do re mi,blackbear,2017,98,1,2010s,0.0
look at me,xxxtentacion,2017,99,1,2010s,0.0
the fighter,keith urban featuring carrie underwood,2017,100,1,2010s,0.0
gods plan,drake,2018,1,1,2010s,1.0
perfect,ed sheeran,2018,2,1,2010s,1.0
meant to be,bebe rexha & florida georgia line,2018,3,1,2010s,1.0
psycho,post malone featuring ty dolla $ign,2018,6,1,2010s,1.0
i like it,"cardi b, bad bunny & j balvin",2018,7,1,2010s,1.0
the middle,"zedd, maren morris & grey",2018,8,1,2010s,1.0
in my feelings,drake,2018,9,1,2010s,1.0
girls like you,maroon 5 featuring cardi b,2018,10,1,2010s,1.0
nice for what,drake,2018,11,1,2010s,0.0
lucid dreams,juice wrld,2018,12,1,2010s,0.0
better now,post malone,2018,13,1,2010s,0.0
finesse,bruno mars & cardi b,2018,14,1,2010s,0.0
bood up,ella mai,2018,15,1,2010s,0.0
new rules,dua lipa,2018,16,1,2010s,0.0
sad,xxxtentacion,2018,17,1,2010s,0.0
never be the same,camila cabello,2018,18,1,2010s,0.0
love lies,khalid & normani,2018,19,1,2010s,0.0
no tears left to cry,ariana grande,2018,20,1,2010s,0.0
mine,bazzi,2018,21,1,2010s,0.0
look alive,blocboy jb featuring drake,2018,23,1,2010s,0.0
delicate,taylor swift,2018,24,1,2010s,0.0
yes indeed,lil baby & drake,2018,25,1,2010s,0.0
friends,marshmello & anne-marie,2018,26,1,2010s,0.0
bad at love,halsey,2018,27,1,2010s,0.0
taste,tyga featuring offset,2018,28,1,2010s,0.0
let you down,nf,2018,29,1,2010s,0.0
no limit,g-eazy featuring a$ap rocky & cardi b,2018,30,1,2010s,0.0
fefe,6ix9ine featuring nicki minaj & murda beatz,2018,31,1,2010s,0.0
tequila,dan + shay,2018,32,1,2010s,0.0
motorsport,"migos, nicki minaj & cardi b",2018,34,1,2010s,0.0
i like me better,lauv,2018,35,1,2010s,0.0
youngblood,5 seconds of summer,2018,36,1,2010s,0.0
whatever it takes,imagine dragons,2018,37,1,2010s,0.0
ric flair drip,offset & metro boomin,2018,38,1,2010s,0.0
i fall apart,post malone,2018,39,1,2010s,0.0
pray for me,the weeknd & kendrick lamar,2018,40,1,2010s,0.0
back to you,selena gomez,2018,41,1,2010s,0.0
sicko mode,travis scott,2018,42,1,2010s,0.0
walk it talk it,migos featuring drake,2018,43,1,2010s,0.0
gucci gang,lil pump,2018,44,1,2010s,0.0
him  i,g-eazy & halsey,2018,45,1,2010s,0.0
in my blood,shawn mendes,2018,46,1,2010s,0.0
all the stars,kendrick lamar & sza,2018,47,1,2010s,0.0
stir fry,migos,2018,48,1,2010s,0.0
love,kendrick lamar featuring zacari,2018,50,1,2010s,0.0
this is america,childish gambino,2018,51,1,2010s,0.0
nonstop,drake,2018,52,1,2010s,0.0
heaven,kane brown,2018,53,1,2010s,0.0
freaky friday,lil dicky featuring chris brown,2018,55,1,2010s,0.0
gummo,6ix9ine,2018,56,1,2010s,0.0
plug walk,rich the kid,2018,57,1,2010s,0.0
wait,maroon 5,2018,58,1,2010s,0.0
be careful,cardi b,2018,59,1,2010s,0.0
wolves,selena gomez x marshmello,2018,60,1,2010s,0.0
bartier cardi,cardi b featuring 21 savage,2018,61,1,2010s,0.0
god is a woman,ariana grande,2018,62,1,2010s,0.0
big bank,"yg featuring 2 chainz, big sean & nicki minaj",2018,63,1,2010s,0.0
how long,charlie puth,2018,65,1,2010s,0.0
lights down low,max featuring gnash,2018,66,1,2010s,0.0
one kiss,calvin harris & dua lipa,2018,68,1,2010s,0.0
natural,imagine dragons,2018,69,1,2010s,0.0
you make it easy,jason aldean,2018,70,1,2010s,0.0
no brainer,"dj khaled featuring justin bieber, chance the rapper & quavo",2018,73,1,2010s,0.0
plain jane,a$ap ferg featuring nicki minaj,2018,74,1,2010s,0.0
sky walker,miguel featuring travis scott,2018,75,1,2010s,0.0
marry me,thomas rhett,2018,76,1,2010s,0.0
eastside,"benny blanco, halsey & khalid",2018,77,1,2010s,0.0
call out my name,the weeknd,2018,78,1,2010s,0.0
kings dead,"jay rock, kendrick lamar, future & james blake",2018,79,1,2010s,0.0
happier,marshmello & bastille,2018,80,1,2010s,0.0
te bote,"casper magico, nio garcia, darell, nicky jam, ozuna & bad bunny",2018,81,1,2010s,0.0
simple,florida georgia line,2018,82,1,2010s,0.0
lemon,n*e*r*d & rihanna,2018,83,1,2010s,0.0
say something,justin timberlake featuring chris stapleton,2018,85,1,2010s,0.0
im upset,drake,2018,86,1,2010s,0.0
get along,kenny chesney,2018,87,1,2010s,0.0
moonlight,xxxtentacion,2018,88,1,2010s,0.0
x,nicky jam x j balvin,2018,90,1,2010s,0.0
outside today,youngboy never broke again,2018,91,1,2010s,0.0
trip,ella mai,2018,92,1,2010s,0.0
dura,daddy yankee,2018,93,1,2010s,0.0
changes,xxxtentacion,2018,94,1,2010s,0.0
mercy,brett young,2018,95,1,2010s,0.0
one number away,luke combs,2018,96,1,2010s,0.0
powerglide,rae sremmurd & juicy j,2018,97,1,2010s,0.0
idgaf,dua lipa,2018,98,1,2010s,0.0
old town road,lil nas x featuring billy ray cyrus,2019,1,1,2010s,1.0
sunflower,post malone & swae lee,2019,2,1,2010s,1.0
without me,halsey,2019,3,1,2010s,1.0
bad guy,billie eilish,2019,4,1,2010s,1.0
wow,post malone,2019,5,1,2010s,1.0
7 rings,ariana grande,2019,7,1,2010s,1.0
talk,khalid,2019,8,1,2010s,1.0
sucker,jonas brothers,2019,10,1,2010s,1.0
high hopes,panic! at the disco,2019,11,1,2010s,0.0
thank u next,ariana grande,2019,12,1,2010s,0.0
truth hurts,lizzo,2019,13,1,2010s,0.0
dancing with a stranger,sam smith & normani,2019,14,1,2010s,0.0
senorita,shawn mendes & camila cabello,2019,15,1,2010s,0.0
i dont care,ed sheeran & justin bieber,2019,16,1,2010s,0.0
going bad,meek mill featuring drake,2019,18,1,2010s,0.0
shallow,lady gaga & bradley cooper,2019,19,1,2010s,0.0
better,khalid,2019,20,1,2010s,0.0
no guidance,chris brown featuring drake,2019,21,1,2010s,0.0
sweet but psycho,ava max,2019,23,1,2010s,0.0
suge,dababy,2019,24,1,2010s,0.0
middle child,j. cole,2019,25,1,2010s,0.0
drip too hard,lil baby & gunna,2019,26,1,2010s,0.0
someone you loved,lewis capaldi,2019,27,1,2010s,0.0
ranom,lil tecca,2019,28,1,2010s,0.0
if i cant have you,shawn mendes,2019,29,1,2010s,0.0
goodbyes,post malone featuring young thug,2019,30,1,2010s,0.0
zeze,kodak black featuring travis scott & offset,2019,31,1,2010s,0.0
money in the grave,drake featuring rick ross,2019,34,1,2010s,0.0
speechless,dan + shay,2019,35,1,2010s,0.0
break up with your girlfriend im bored,ariana grande,2019,36,1,2010s,0.0
please me,cardi b & bruno mars,2019,37,1,2010s,0.0
money,cardi b,2019,38,1,2010s,0.0
you need to calm down,taylor swift,2019,39,1,2010s,0.0
panini,lil nas x,2019,40,1,2010s,0.0
look back at it,a boogie wit da hoodie,2019,41,1,2010s,0.0
a lot,21 savage,2019,42,1,2010s,0.0
me,taylor swift featuring brendon urie,2019,43,1,2010s,0.0
mia,bad bunny featuring drake,2019,44,1,2010s,0.0
pop out,polo g featuring lil tjay,2019,45,1,2010s,0.0
beautiful crazy,luke combs,2019,46,1,2010s,0.0
thotiana,blueface,2019,47,1,2010s,0.0
mo bamba,sheck wes,2019,49,1,2010s,0.0
beautiful people,ed sheeran featuring khalid,2019,50,1,2010s,0.0
wake up in the sky,gucci mane x bruno mars x kodak black,2019,51,1,2010s,0.0
whiskey glasses,morgan wallen,2019,52,1,2010s,0.0
gods country,blake shelton,2019,53,1,2010s,0.0
be alright,dean lewis,2019,54,1,2010s,0.0
pure water,mustard & migos,2019,55,1,2010s,0.0
the git up,blanco brown,2019,56,1,2010s,0.0
taki taki,"dj snake featuring selena gomez, ozuna & cardi b",2019,57,1,2010s,0.0
close to me,ellie goulding x diplo featuring swae lee,2019,58,1,2010s,0.0
envy me,calboy,2019,59,1,2010s,0.0
you say,lauren daigle,2019,60,1,2010s,0.0
hey look ma i made it,panic! at the disco,2019,61,1,2010s,0.0
circles,post malone,2019,62,1,2010s,0.0
beer never broke my heart,luke combs,2019,63,1,2010s,0.0
the london,"young thug, j. cole & travis scott",2019,64,1,2010s,0.0
con calma,daddy yankee & katy perry featuring snow,2019,65,1,2010s,0.0
murder on my mind,ynw melly,2019,66,1,2010s,0.0
when the partys over,billie eilish,2019,67,1,2010s,0.0
act up,city girls,2019,68,1,2010s,0.0
trampoline,shaed,2019,70,1,2010s,0.0
leave me alone,flipp dinero,2019,71,1,2010s,0.0
breathin,ariana grande,2019,72,1,2010s,0.0
bury a friend,billie eilish,2019,73,1,2010s,0.0
close friends,lil baby,2019,74,1,2010s,0.0
baby shark,pinkfong,2019,75,1,2010s,0.0
my type,saweetie,2019,76,1,2010s,0.0
worth it,yk osiris,2019,77,1,2010s,0.0
only human,jonas brothers,2019,78,1,2010s,0.0
knockin boots,luke bryan,2019,79,1,2010s,0.0
rumor,lee brice,2019,81,1,2010s,0.0
swervin,a boogie wit da hoodie featuring 6ix9ine,2019,82,1,2010s,0.0
how do you sleep,sam smith,2019,83,1,2010s,0.0
baby,lil baby & dababy,2019,84,1,2010s,0.0
look what god gave her,thomas rhett,2019,85,1,2010s,0.0
good as you,kane brown,2019,86,1,2010s,0.0
clout,offset featuring cardi b,2019,87,1,2010s,0.0
one thing right,marshmello & kane brown,2019,89,1,2010s,0.0
cash shit,megan thee stallion featuring dababy,2019,90,1,2010s,0.0
shotta flow,nle choppa,2019,92,1,2010s,0.0
hot girl summer,"megan thee stallion, nicki minaj & ty dolla $ign",2019,93,1,2010s,0.0
talk you out of it,florida georgia line,2019,94,1,2010s,0.0
beautiful,bazzi featuring camila cabello,2019,95,1,2010s,0.0
eyes on you,chase rice,2019,96,1,2010s,0.0
all to myself,dan + shay,2019,97,1,2010s,0.0
boyfriend,ariana grande & social house,2019,98,1,2010s,0.0
walk me home,p!nk,2019,99,1,2010s,0.0
robbery,juice wrld,2019,100,1,2010s,0.0
blinding lights,the weeknd,2020,1,1,2020s,1.0
the box,roddy ricch,2020,3,1,2020s,1.0
dont start now,dua lipa,2020,4,1,2020s,1.0
rockstar,dababy featuring roddy ricch,2020,5,1,2020s,1.0
adore you,harry styles,2020,6,1,2020s,1.0
life is good,future featuring drake,2020,7,1,2020s,1.0
memories,maroon 5,2020,8,1,2020s,1.0
the bones,maren morris,2020,9,1,2020s,1.0
say so,doja cat,2020,11,1,2020s,0.0
i hope,gabby barrett featuring charlie puth,2020,12,1,2020s,0.0
whats poppin,"jack harlow featuring dababy, tory lanez & lil wayne",2020,13,1,2020s,0.0
dance monkey,tones and i,2020,14,1,2020s,0.0
savage,megan thee stallion featuring beyonce,2020,15,1,2020s,0.0
roxanne,arizona zervas,2020,16,1,2020s,0.0
intentions,justin bieber featuring quavo,2020,17,1,2020s,0.0
everything i wanted,billie eilish,2020,18,1,2020s,0.0
roses,saint jhn,2020,19,1,2020s,0.0
watermelon sugar,harry styles,2020,20,1,2020s,0.0
before you go,lewis capaldi,2020,21,1,2020s,0.0
falling,trevor daniel,2020,22,1,2020s,0.0
10000 hours,dan + shay & justin bieber,2020,23,1,2020s,0.0
wap,cardi b featuring megan thee stallion,2020,24,1,2020s,0.0
ballin,mustard & roddy ricch,2020,25,1,2020s,0.0
hot girl bummer,blackbear,2020,26,1,2020s,0.0
blueberry faygo,lil mosey,2020,27,1,2020s,0.0
heartless,the weeknd,2020,28,1,2020s,0.0
bop,dababy,2020,29,1,2020s,0.0
lose you to love me,selena gomez,2020,30,1,2020s,0.0
good as hell,lizzo,2020,31,1,2020s,0.0
toosie slide,drake,2020,32,1,2020s,0.0
break my heart,dua lipa,2020,33,1,2020s,0.0
chasin you,morgan wallen,2020,34,1,2020s,0.0
savage love,jawsh 685 x jason derulo,2020,35,1,2020s,0.0
my oh my,camila cabello featuring dababy,2020,37,1,2020s,0.0
dynamite,bts,2020,38,1,2020s,0.0
go crazy,chris brown & young thug,2020,39,1,2020s,0.0
high fashion,roddy ricch featuring mustard,2020,40,1,2020s,0.0
laugh now cry later,drake featuring lil durk,2020,41,1,2020s,0.0
woah,lil baby,2020,42,1,2020s,0.0
death bed,powfu featuring beabadoobee,2020,43,1,2020s,0.0
highest in the room,travis scott,2020,45,1,2020s,0.0
mood,24kgoldn featuring iann dior,2020,47,1,2020s,0.0
rain on me,lady gaga & ariana grande,2020,48,1,2020s,0.0
for the night,pop smoke featuring lil baby & dababy,2020,49,1,2020s,0.0
ritmo,black eyed peas x j balvin,2020,50,1,2020s,0.0
heart on ice,rod wave,2020,51,1,2020s,0.0
nobody but you,blake shelton duet,2020,52,1,2020s,0.0
come  go,juice wrld x marshmello,2020,54,1,2020s,0.0
if the world was ending,jp saxe featuring julia michaels,2020,56,1,2020s,0.0
we paid,lil baby & 42 dugg,2020,57,1,2020s,0.0
yummy,justin bieber,2020,58,1,2020s,0.0
one man band,old dominion,2020,59,1,2020s,0.0
got what i got,jason aldean,2020,60,1,2020s,0.0
sunday best,surfaces,2020,61,1,2020s,0.0
godzilla,eminem featuring juice wrld,2020,62,1,2020s,0.0
bandit,juice wrld & youngboy never broke again,2020,63,1,2020s,0.0
party girl,staysolidrocky,2020,64,1,2020s,0.0
die from a broken heart,maddie & tae,2020,65,1,2020s,0.0
popstar,dj khaled featuring drake,2020,66,1,2020s,0.0
all i want for christmas is you,mariah carey,2020,67,1,2020s,0.0
one of them girls,lee brice,2020,68,1,2020s,0.0
hard to forget,sam hunt,2020,69,1,2020s,0.0
one margarita,luke bryan,2020,70,1,2020s,0.0
hot,young thug featuring gunna,2020,72,1,2020s,0.0
i hope youre happy now,carly pearce & lee brice,2020,73,1,2020s,0.0
emotionally scarred,lil baby,2020,74,1,2020s,0.0
suicidal,ynw melly & juice wrld,2020,75,1,2020s,0.0
the bigger picture,lil baby,2020,76,1,2020s,0.0
the woo,pop smoke featuring 50 cent & roddy ricch,2020,78,1,2020s,0.0
sum 2 prove,lil baby,2020,79,1,2020s,0.0
stuck with u,ariana grande & justin bieber,2020,80,1,2020s,0.0
mood swings,pop smoke featuring lil tjay,2020,81,1,2020s,0.0
you should be sad,halsey,2020,82,1,2020s,0.0
dior,pop smoke,2020,83,1,2020s,0.0
supalonely,benee featuring gus dapperton,2020,84,1,2020s,0.0
even though im leaving,luke combs,2020,85,1,2020s,0.0
the scotts,"the scotts, travis scott & kid cudi",2020,86,1,2020s,0.0
juicy,doja cat & tyga,2020,87,1,2020s,0.0
be like that,kane brown,2020,88,1,2020s,0.0
homesick,kane brown,2020,89,1,2020s,0.0
rags2riches,rod wave featuring atr son son,2020,90,1,2020s,0.0
bluebird,miranda lambert,2020,91,1,2020s,0.0
wishing well,juice wrld,2020,92,1,2020s,0.0
does to me,luke combs featuring eric church,2020,93,1,2020s,0.0
py fairy,jhene aiko,2020,94,1,2020s,0.0
ily,surf mesa featuring emilee,2020,95,1,2020s,0.0
more than my hometown,morgan wallen,2020,96,1,2020s,0.0
lovin on you,luke combs,2020,97,1,2020s,0.0
said sum,moneybagg yo,2020,98,1,2020s,0.0
slide,h.e.r. featuring yg,2020,99,1,2020s,0.0
walk em down,nle choppa featuring roddy ricch,2020,100,1,2020s,0.0
levitating,dua lipa,2021,1,1,2020s,1.0
save your tears,the weeknd & ariana grande,2021,2,1,2020s,1.0
good 4 u,olivia rodrigo,2021,5,1,2020s,1.0
kiss me more,doja cat featuring sza,2021,6,1,2020s,1.0
leave the door open,silk sonic,2021,7,1,2020s,1.0
drivers license,olivia rodrigo,2021,8,1,2020s,1.0
montero,lil nas x,2021,9,1,2020s,1.0
peaches,justin bieber featuring daniel caesar & giveon,2021,10,1,2020s,1.0
butter,bts,2021,11,1,2020s,0.0
stay,the kid laroi & justin bieber,2021,12,1,2020s,0.0
deja vu,olivia rodrigo,2021,13,1,2020s,0.0
positions,ariana grande,2021,14,1,2020s,0.0
bad habits,ed sheeran,2021,15,1,2020s,0.0
heat waves,glass animals,2021,16,1,2020s,0.0
without you,the kid laroi,2021,17,1,2020s,0.0
forever after all,luke combs,2021,18,1,2020s,0.0
astronaut in the ocean,masked wolf,2021,20,1,2020s,0.0
3435,ariana grande doja cat & megan thee stallion,2021,21,1,2020s,0.0
what you know bout love,pop smoke,2021,22,1,2020s,0.0
my exs best friend,machine gun kelly x blackbear,2021,23,1,2020s,0.0
industry baby,lil nas x & jack harlow,2021,24,1,2020s,0.0
therefore i am,billie eilish,2021,25,1,2020s,0.0
up,cardi b,2021,26,1,2020s,0.0
fancy like,walker hayes,2021,27,1,2020s,0.0
dakiti,bad bunny & jhay cortez,2021,28,1,2020s,0.0
best friend,saweetie featuring doja cat,2021,29,1,2020s,0.0
rapstar,polo g,2021,30,1,2020s,0.0
heartbreak anniversary,giveon,2021,31,1,2020s,0.0
calling my phone,lil tjay featuring 6lack,2021,33,1,2020s,0.0
beautiful mistakes,maroon 5 featuring megan thee stallion,2021,34,1,2020s,0.0
holy,justin bieber featuring chance the rapper,2021,35,1,2020s,0.0
on me,lil baby,2021,36,1,2020s,0.0
you broke me first,tate mcrae,2021,37,1,2020s,0.0
traitor,olivia rodrigo,2021,38,1,2020s,0.0
back in blood,pooh shiesty featuring lil durk,2021,39,1,2020s,0.0
wockesha,moneybagg yo,2021,42,1,2020s,0.0
you right,doja cat & the weeknd,2021,43,1,2020s,0.0
beat box,spotemgottem featuring pooh shiesty or dababy,2021,44,1,2020s,0.0
need to know,doja cat,2021,46,1,2020s,0.0
wants and needs,drake featuring lil baby,2021,47,1,2020s,0.0
way 2 sexy,drake featuring future & young thug,2021,48,1,2020s,0.0
telepatia,kali uchis,2021,49,1,2020s,0.0
whoopty,cj,2021,50,1,2020s,0.0
lemonade,internet money & gunna featuring don toliver & nav,2021,51,1,2020s,0.0
good days,sza,2021,52,1,2020s,0.0
starting over,chris stapleton,2021,53,1,2020s,0.0
body,megan thee stallion,2021,54,1,2020s,0.0
willow,taylor swift,2021,55,1,2020s,0.0
bang,ajr,2021,56,1,2020s,0.0
better together,luke combs,2021,57,1,2020s,0.0
youre mines still,yung bleu featuring drake,2021,58,1,2020s,0.0
every chance i get,dj khaled featuring lil baby & lil durk,2021,59,1,2020s,0.0
essence,wizkid featuring justin bieber & tems,2021,60,1,2020s,0.0
chasing after you,ryan hurd,2021,61,1,2020s,0.0
the good ones,gabby barrett,2021,62,1,2020s,0.0
leave before you love me,marshmello x jonas brothers,2021,63,1,2020s,0.0
glad you exist,dan + shay,2021,64,1,2020s,0.0
lonely,justin bieber & benny blanco,2021,65,1,2020s,0.0
beggin,maneskin,2021,66,1,2020s,0.0
streets,doja cat,2021,67,1,2020s,0.0
whats next,drake,2021,68,1,2020s,0.0
famous friends,chris young + kane brown,2021,69,1,2020s,0.0
lil bit,nelly & florida georgia line,2021,70,1,2020s,0.0
thot shit,megan thee stallion,2021,71,1,2020s,0.0
late at night,roddy ricch,2021,72,1,2020s,0.0
kings  queens,ava max,2021,73,1,2020s,0.0
anyone,justin bieber,2021,74,1,2020s,0.0
track star,mooski,2021,75,1,2020s,0.0
time today,moneybagg yo,2021,76,1,2020s,0.0
cry baby,megan thee stallion featuring dababy,2021,77,1,2020s,0.0
no more parties,coi leray featuring lil durk,2021,79,1,2020s,0.0
whats your country song,thomas rhett,2021,80,1,2020s,0.0
one too many,keith urban duet,2021,81,1,2020s,0.0
arcade,duncan laurence,2021,82,1,2020s,0.0
yonaguni,bad bunny,2021,83,1,2020s,0.0
good time,niko moon,2021,84,1,2020s,0.0
if i didnt love you,jason aldean & carrie underwood,2021,85,1,2020s,0.0
knife talk,drake featuring 21 savage & project pat,2021,86,1,2020s,0.0
pov,ariana grande,2021,87,1,2020s,0.0
just the way,parmalee x blanco brown,2021,88,1,2020s,0.0
take my breath,the weeknd,2021,89,1,2020s,0.0
were good,dua lipa,2021,90,1,2020s,0.0
hell of a view,eric church,2021,91,1,2020s,0.0
rockin around the christmas tree,brenda lee,2021,92,1,2020s,0.0
put your records on,ritt momney,2021,93,1,2020s,0.0
happier than ever,billie eilish,2021,94,1,2020s,0.0
single saturday night,cole swindell,2021,95,1,2020s,0.0
things a man oughta know,lainey wilson,2021,96,1,2020s,0.0
throat baby,brs kash,2021,97,1,2020s,0.0
tombstone,rod wave,2021,98,1,2020s,0.0
drinkin beer talkin god amen,chase rice featuring florida georgia line,2021,99,1,2020s,0.0
todo de ti,rauw alejandro,2021,100,1,2020s,0.0
as it was,harry styles,2022,2,1,2020s,1.0
easy on me,adele,2022,4,1,2020s,1.0
shivers,ed sheeran,2022,5,1,2020s,1.0
first class,jack harlow,2022,6,1,2020s,1.0
big energy,latto,2022,7,1,2020s,1.0
ghost,justin bieber,2022,8,1,2020s,1.0
super gremlin,kodak black,2022,9,1,2020s,1.0
cold heart,elton john & dua lipa,2022,10,1,2020s,1.0
wait for u,future featuring drake & tems,2022,11,1,2020s,0.0
about damn time,lizzo,2022,12,1,2020s,0.0
thats what i want,lil nas x,2022,14,1,2020s,0.0
enemy,imagine dragons x jid,2022,15,1,2020s,0.0
abcdefu,gayle,2022,17,1,2020s,0.0
wasted on you,morgan wallen,2022,19,1,2020s,0.0
me porto bonito,bad bunny & chencho corleone,2022,20,1,2020s,0.0
woman,doja cat,2022,21,1,2020s,0.0
titi me pregunto,bad bunny,2022,22,1,2020s,0.0
running up that hill,kate bush,2022,23,1,2020s,0.0
we dont talk about bruno,"carolina gaitan, mauro castillo, adassa, rhenzy feliz, diane guerrero, stephanie beatriz & encanto cast",2022,24,1,2020s,0.0
late night talking,harry styles,2022,25,1,2020s,0.0
i like you,post malone featuring doja cat,2022,26,1,2020s,0.0
you proof,morgan wallen,2022,27,1,2020s,0.0
bad habit,steve lacy,2022,28,1,2020s,0.0
sunroof,nicky youre & dazy,2022,29,1,2020s,0.0
one right now,post malone & the weeknd,2022,30,1,2020s,0.0
numb little bug,em beihold,2022,32,1,2020s,0.0
jimmy cooks,drake featuring 21 savage,2022,33,1,2020s,0.0
til you cant,cody johnson,2022,34,1,2020s,0.0
the kind of love we make,luke combs,2022,36,1,2020s,0.0
i aint worried,onerepublic,2022,37,1,2020s,0.0
break my soul,beyonce,2022,38,1,2020s,0.0
something in the orange,zach bryan,2022,39,1,2020s,0.0
